# EoS format: energy density (fm^-4), pressure (fm^-4), number density (fm^-3), chemical potential (MeV), nan, cs2 (speed of sound squared), phase
epsilon,p,n,mu,col4,cs2,phase
8.071518995081199e-12,6.168654032373175e-18,1.0774776996769188e-11,307.96346199660326,0,0,Hadronic
8.092229187667894e-12,6.192479826884629e-18,1.0802422889194698e-11,307.96347417150133,0,0,Hadronic
8.113019371252596e-12,6.216397646087462e-18,1.0830175558850019e-11,307.9634863934237,0,0,Hadronic
8.133889854792418e-12,6.240407845417711e-18,1.0858035418134347e-11,307.963498662552,0,0,Hadronic
8.154840948437784e-12,6.264510781684244e-18,1.0886002881039599e-11,307.96351097906853,0,0,Hadronic
8.175872963536829e-12,6.288706813073805e-18,1.0914078363156265e-11,307.9635233431564,0,0,Hadronic
8.196986212640488e-12,6.3129962991569076e-18,1.0942262281680226e-11,307.9635357549992,0,0,Hadronic
8.218181009506711e-12,6.337379600892645e-18,1.0970555055418342e-11,307.96354821478155,0,0,Hadronic
8.239457669105462e-12,6.361857080634458e-18,1.0998957104795163e-11,307.9635607226885,0,0,Hadronic
8.260816507623114e-12,6.3864291021352064e-18,1.1027468851858761e-11,307.963573278906,0,0,Hadronic
8.282257842467295e-12,6.4110960305527086e-18,1.1056090720287222e-11,307.9635858836205,0,0,Hadronic
8.303781992271697e-12,6.435858232455301e-18,1.1084823135395043e-11,307.9635985370195,0,0,Hadronic
8.325389276900575e-12,6.460716075827018e-18,1.1113666524139156e-11,307.96361123929097,0,0,Hadronic
8.347080017453645e-12,6.4856699300731955e-18,1.1142621315125441e-11,307.9636239906236,0,0,Hadronic
8.368854536270987e-12,6.510720166026141e-18,1.1171687938615286e-11,307.963636791207,0,0,Hadronic
8.3907131569374e-12,6.535867155950143e-18,1.1200866826531402e-11,307.9636496412313,0,0,Hadronic
8.41265620428775e-12,6.5611112735476005e-18,1.1230158412464939e-11,307.9636625408876,0,0,Hadronic
8.434684004411496e-12,6.586452893964251e-18,1.1259563131681546e-11,307.9636754903674,0,0,Hadronic
8.456796884657552e-12,6.611892393794749e-18,1.1289081421127844e-11,307.9636884898633,0,0,Hadronic
8.47899517363905e-12,6.637430151088168e-18,1.1318713719437806e-11,307.9637015395684,0,0,Hadronic
8.501279201238569e-12,6.66306654535399e-18,1.1348460466939696e-11,307.9637146396766,0,0,Hadronic
8.52364929861282e-12,6.688801957567515e-18,1.1378322105662363e-11,307.9637277903827,0,0,Hadronic
8.546105798197334e-12,6.714636770175237e-18,1.1408299079341458e-11,307.963740991882,0,0,Hadronic
8.568649033711878e-12,6.740571367101093e-18,1.1438391833426695e-11,307.96375424437076,0,0,Hadronic
8.591279340165186e-12,6.766606133751891e-18,1.1468600815088145e-11,307.9637675480459,0,0,Hadronic
8.613997053859677e-12,6.792741457022744e-18,1.1498926473222536e-11,307.9637809031051,0,0,Hadronic
8.63680251239699e-12,6.818977725303443e-18,1.1529369258460646e-11,307.9637943097469,0,0,Hadronic
8.659696054682514e-12,6.845315328483655e-18,1.1559929623173329e-11,307.96380776817045,0,0,Hadronic
8.682678020930792e-12,6.87175465795915e-18,1.1590608021478747e-11,307.96382127857584,0,0,Hadronic
8.705748752670281e-12,6.898296106637278e-18,1.1621404909248724e-11,307.9638348411637,0,0,Hadronic
8.728908592748559e-12,6.924940068942952e-18,1.1652320744115654e-11,307.9638484561357,0,0,Hadronic
8.752157885337547e-12,6.95168694082466e-18,1.1683355985479533e-11,307.9638621236941,0,0,Hadronic
8.77549697593836e-12,6.97853711976005e-18,1.1714511094514381e-11,307.96387584404215,0,0,Hadronic
8.79892621138659e-12,7.005491004761991e-18,1.1745786534175317e-11,307.96388961738353,0,0,Hadronic
8.82244593985755e-12,7.032548996384642e-18,1.1777182769205545e-11,307.9639034439231,0,0,Hadronic
8.846056510871244e-12,7.059711496729117e-18,1.1808700266142989e-11,307.9639173238662,0,0,Hadronic
8.869758275297637e-12,7.086978909449601e-18,1.1840339493327336e-11,307.96393125741923,0,0,Hadronic
8.893551585362042e-12,7.114351639759503e-18,1.1872100920907208e-11,307.9639452447891,0,0,Hadronic
8.917436794650063e-12,7.141830094437179e-18,1.1903985020846765e-11,307.9639592861838,0,0,Hadronic
8.941414258112998e-12,7.16941468183212e-18,1.1935992266932925e-11,307.96397338181197,0,0,Hadronic
8.965484332073238e-12,7.197105811871179e-18,1.196812313478255e-11,307.96398753188305,0,0,Hadronic
8.989647374229347e-12,7.224903896064411e-18,1.2000378101849231e-11,307.9640017366073,0,0,Hadronic
9.01390374366133e-12,7.252809347511131e-18,1.2032757647430328e-11,307.9640159961959,0,0,Hadronic
9.038253800836312e-12,7.28082258090646e-18,1.2065262252674542e-11,307.96403031086066,0,0,Hadronic
9.062697907613712e-12,7.308944012547245e-18,1.2097892400588808e-11,307.96404468081437,0,0,Hadronic
9.087236427250298e-12,7.33717406033792e-18,1.2130648576045067e-11,307.9640591062705,0,0,Hadronic
9.111869724406158e-12,7.365513143797343e-18,1.2163531265788196e-11,307.9640735874435,0,0,Hadronic
9.136598165149804e-12,7.393961684064674e-18,1.219654095844286e-11,307.96408812454854,0,0,Hadronic
9.161422116963559e-12,7.422520103905572e-18,1.2229678144520663e-11,307.9641027178017,0,0,Hadronic
9.186341948749149e-12,7.45118882771864e-18,1.2262943316427633e-11,307.9641173674198,0,0,Hadronic
9.2113580308331e-12,7.479968281541616e-18,1.2296336968471425e-11,307.96413207362053,0,0,Hadronic
9.23647073497242e-12,7.508858893057937e-18,1.232985959686889e-11,307.9641468366225,0,0,Hadronic
9.261680434359866e-12,7.537861091602753e-18,1.2363511699753109e-11,307.964161656645,0,0,Hadronic
9.2869875036296e-12,7.566975308169483e-18,1.2397293777180936e-11,307.9641765339083,0,0,Hadronic
9.312392318862913e-12,7.596201975416373e-18,1.243120633114065e-11,307.96419146863354,0,0,Hadronic
9.337895257593539e-12,7.625541527672608e-18,1.2465249865559034e-11,307.96420646104264,0,0,Hadronic
9.363496698813386e-12,7.654994400944918e-18,1.2499424886309018e-11,307.9642215113584,0,0,Hadronic
9.389197022978326e-12,7.684561032924235e-18,1.2533731901217421e-11,307.9642366198044,0,0,Hadronic
9.414996612013566e-12,7.714241862991861e-18,1.25681714200721e-11,307.96425178660525,0,0,Hadronic
9.440895849319449e-12,7.744037332226162e-18,1.2602743954629704e-11,307.96426701198635,0,0,Hadronic
9.466895119777317e-12,7.77394788340929e-18,1.2637450018623496e-11,307.9642822961739,0,0,Hadronic
9.49299480975497e-12,7.803973961033488e-18,1.267229012777063e-11,307.96429763939506,0,0,Hadronic
9.519195307112382e-12,7.834116011307639e-18,1.270726479977978e-11,307.9643130418778,0,0,Hadronic
9.545497001207826e-12,7.864374482164338e-18,1.274237455435932e-11,307.9643285038511,0,0,Hadronic
9.571900282903438e-12,7.894749823266273e-18,1.2777619913224747e-11,307.9643440255447,0,0,Hadronic
9.598405544570727e-12,7.925242486012578e-18,1.2813001400106024e-11,307.96435960718924,0,0,Hadronic
9.62501318009699e-12,7.9558529235462e-18,1.2848519540756145e-11,307.96437524901626,0,0,Hadronic
9.65172358489082e-12,7.98658159076025e-18,1.2884174862958493e-11,307.9643909512583,0,0,Hadronic
9.678537155887939e-12,8.017428944304708e-18,1.2919967896534612e-11,307.96440671414854,0,0,Hadronic
9.705454291557248e-12,8.048395442593371e-18,1.2955899173352282e-11,307.9644225379214,0,0,Hadronic
9.732475391906631e-12,8.079481545810553e-18,1.2991969227333273e-11,307.96443842281195,0,0,Hadronic
9.759600858489121e-12,8.11068771591816e-18,1.3028178594461555e-11,307.9644543690562,0,0,Hadronic
9.78683109440856e-12,8.142014416662203e-18,1.3064527812790864e-11,307.9644703768913,0,0,Hadronic
9.814166504325729e-12,8.173462113579862e-18,1.310101742245289e-11,307.964486446555,0,0,Hadronic
9.841607494464524e-12,8.205031274006587e-18,1.3137647965665491e-11,307.96450257828604,0,0,Hadronic
9.869154472617692e-12,8.236722367082682e-18,1.3174419986740365e-11,307.9645187723243,0,0,Hadronic
9.896807848153033e-12,8.268535863760463e-18,1.3211334032091326e-11,307.9645350289104,0,0,Hadronic
9.924568032019643e-12,8.300472236811424e-18,1.3248390650242632e-11,307.96455134828585,0,0,Hadronic
9.95243543675371e-12,8.332531960832913e-18,1.3285590391836717e-11,307.96456773069326,0,0,Hadronic
9.980410476484803e-12,8.364715512255365e-18,1.3322933809642571e-11,307.96458417637604,0,0,Hadronic
1.0008493566942183e-11,8.397023369349553e-18,1.3360421458564192e-11,307.96460068557855,0,0,Hadronic
1.0036685125460665e-11,8.429456012233346e-18,1.3398053895648379e-11,307.9646172585462,0,0,Hadronic
1.0064985570986972e-11,8.462013922879018e-18,1.3435831680093214e-11,307.9646338955252,0,0,Hadronic
1.0093395324086124e-11,8.494697585120591e-18,1.3473755373256614e-11,307.96465059676285,0,0,Hadronic
1.012191480694743e-11,8.527507484660728e-18,1.3511825538664282e-11,307.9646673625073,0,0,Hadronic
1.0150544443390704e-11,8.560444109077886e-18,1.3550042742018037e-11,307.96468419300777,0,0,Hadronic
1.0179284658872977e-11,8.593507947834046e-18,1.358840755120476e-11,307.9647010885143,0,0,Hadronic
1.0208135880494518e-11,8.626699492281626e-18,1.3626920536304418e-11,307.96471804927796,0,0,Hadronic
1.0237098537005126e-11,8.660019235670723e-18,1.3665582269598467e-11,307.9647350755509,0,0,Hadronic
1.0266173058810641e-11,8.693467673156618e-18,1.3704393325578547e-11,307.964752167586,0,0,Hadronic
1.0295359877979258e-11,8.727045301807019e-18,1.3743354280954897e-11,307.9647693256374,0,0,Hadronic
1.0324659428248148e-11,8.760752620609697e-18,1.3782465714665184e-11,307.96478654995997,0,0,Hadronic
1.0354072145029591e-11,8.794590130479518e-18,1.3821728207882701e-11,307.9648038408098,0,0,Hadronic
1.0383598465417602e-11,8.828558334266088e-18,1.386114234402521e-11,307.96482119844364,0,0,Hadronic
1.0413238828194577e-11,8.862657736761398e-18,1.390070870876378e-11,307.96483862311965,0,0,Hadronic
1.0442993673837519e-11,8.896888844706968e-18,1.394042789003114e-11,307.96485611509667,0,0,Hadronic
1.0472863444524714e-11,8.931252166801545e-18,1.3980300478030539e-11,307.96487367463465,0,0,Hadronic
1.0502848584142548e-11,8.965748213708933e-18,1.4020327065244873e-11,307.96489130199456,0,0,Hadronic
1.0532949538291475e-11,9.000377498064875e-18,1.4060508246444657e-11,307.96490899743833,0,0,Hadronic
1.0563166754293374e-11,9.035140534485498e-18,1.4100844618697797e-11,307.964926761229,0,0,Hadronic
1.0593500681197804e-11,9.070037839574521e-18,1.414133678137798e-11,307.9649445936304,0,0,Hadronic
1.0623951769788617e-11,9.105069931930861e-18,1.418198533617348e-11,307.96496249490764,0,0,Hadronic
1.0654520472590775e-11,9.140237332156474e-18,1.4222790887096243e-11,307.9649804653268,0,0,Hadronic
1.0685207243877232e-11,9.175540562864274e-18,1.42637540404911e-11,307.96499850515477,0,0,Hadronic
1.071601253967537e-11,9.210980148685528e-18,1.4304875405044319e-11,307.96501661465976,0,0,Hadronic
1.0746936817773913e-11,9.246556616277831e-18,1.434615559179286e-11,307.9650347941109,0,0,Hadronic
1.0777980537729932e-11,9.282270494333139e-18,1.4387595214133692e-11,307.9650530437783,0,0,Hadronic
1.0809144160875366e-11,9.318122313585292e-18,1.4429194887832525e-11,307.96507136393313,0,0,Hadronic
1.0840428150323841e-11,9.354112606817841e-18,1.4470955231032888e-11,307.9650897548477,0,0,Hadronic
1.0871832970977984e-11,9.390241908872487e-18,1.4512876864265891e-11,307.96510821679533,0,0,Hadronic
1.0903359089536015e-11,9.426510756656638e-18,1.455496041045903e-11,307.9651267500503,0,0,Hadronic
1.0935006974498606e-11,9.462919689151316e-18,1.459720649494532e-11,307.9651453548881,0,0,Hadronic
1.0966777096176024e-11,9.49946924741937e-18,1.463961574547284e-11,307.9651640315851,0,0,Hadronic
1.0998669926695007e-11,9.536159974613383e-18,1.4682188792213918e-11,307.965182780419,0,0,Hadronic
1.1030685940006013e-11,9.57299241598401e-18,1.472492626777477e-11,307.9652016016684,0,0,Hadronic
1.1062825611889894e-11,9.609967118887681e-18,1.4767828807204434e-11,307.96522049561287,0,0,Hadronic
1.109508941996517e-11,9.647084632794927e-18,1.481089704800446e-11,307.9652394625333,0,0,Hadronic
1.1127477843695282e-11,9.684345509298764e-18,1.48541316301386e-11,307.9652585027115,0,0,Hadronic
1.1159991364395382e-11,9.721750302122471e-18,1.4897533196041853e-11,307.96527761643046,0,0,Hadronic
1.1192630465239645e-11,9.759299567128027e-18,1.4941102390630233e-11,307.9652968039742,0,0,Hadronic
1.1225395631268638e-11,9.796993862324581e-18,1.4984839861310587e-11,307.9653160656278,0,0,Hadronic
1.1258287349396163e-11,9.834833747876324e-18,1.502874625798974e-11,307.96533540167763,0,0,Hadronic
1.1291306108416689e-11,9.872819786111021e-18,1.5072822233084413e-11,307.96535481241096,0,0,Hadronic
1.132445239901277e-11,9.910952541528587e-18,1.5117068441531097e-11,307.9653742981163,0,0,Hadronic
1.1357726713762e-11,9.949232580809042e-18,1.5161485540795356e-11,307.9653938590831,0,0,Hadronic
1.1391129547144501e-11,9.98766047282116e-18,1.520607419088181e-11,307.96541349560215,0,0,Hadronic
1.1424661395550449e-11,1.0026236788631112e-17,1.525083505434417e-11,307.9654332079653,0,0,Hadronic
1.1458322757287104e-11,1.0064962101510552e-17,1.5295768796294627e-11,307.9654529964654,0,0,Hadronic
1.1492114132586445e-11,1.01038369869454e-17,1.534087608441404e-11,307.9654728613965,0,0,Hadronic
1.1526036023612475e-11,1.0142862022644262e-17,1.5386157588961665e-11,307.9654928030539,0,0,Hadronic
1.1560088934468958e-11,1.0182037788547304e-17,1.5431613982785502e-11,307.96551282173397,0,0,Hadronic
1.1594273371206499e-11,1.0221364866834431e-17,1.5477245941331715e-11,307.9655329177341,0,0,Hadronic
1.1628589841830352e-11,1.026084384193423e-17,1.5523054142655084e-11,307.96555309135294,0,0,Hadronic
1.166303885630782e-11,1.0300475300532516e-17,1.5569039267428838e-11,307.96557334289037,0,0,Hadronic
1.1697620926576084e-11,1.0340259831581329e-17,1.561520199895513e-11,307.96559367264723,0,0,Hadronic
1.1732336566549455e-11,1.0380198026307264e-17,1.56615430231747e-11,307.9656140809258,0,0,Hadronic
1.176718629212717e-11,1.0420290478220463e-17,1.570806302867729e-11,307.96563456802915,0,0,Hadronic
1.1802170621201279e-11,1.0460537783123664e-17,1.5754762706712128e-11,307.96565513426185,0,0,Hadronic
1.1837290073663937e-11,1.050094053912061e-17,1.5801642751197715e-11,307.96567577992954,0,0,Hadronic
1.1872545171415329e-11,1.0541499346625153e-17,1.5848703858732347e-11,307.965696505339,0,0,Hadronic
1.1907936438371626e-11,1.0582214808370418e-17,1.5895946728604763e-11,307.96571731079825,0,0,Hadronic
1.1943464400472368e-11,1.0623087529417285e-17,1.594337206280398e-11,307.9657381966165,0,0,Hadronic
1.1979129585688493e-11,1.0664118117163634e-17,1.5990980566030004e-11,307.965759163104,0,0,Hadronic
1.2014932524030354e-11,1.0705307181353573e-17,1.6038772945704533e-11,307.9657802105724,0,0,Hadronic
1.2050873747555232e-11,1.0746655334086062e-17,1.6086749911980978e-11,307.9658013393346,0,0,Hadronic
1.2086953790375422e-11,1.078816318982423e-17,1.613491217775524e-11,307.96582254970434,0,0,Hadronic
1.2123173188666366e-11,1.0829831365404734e-17,1.6183260458676594e-11,307.96584384199707,0,0,Hadronic
1.2159532480674235e-11,1.087166048004647e-17,1.6231795473157764e-11,307.96586521652904,0,0,Hadronic
1.2196032206724181e-11,1.0913651155360086e-17,1.6280517942385955e-11,307.965886673618,0,0,Hadronic
1.2232672909228248e-11,1.095580401535705e-17,1.6329428590333396e-11,307.96590821358274,0,0,Hadronic
1.2269455132693621e-11,1.0998119686459176e-17,1.6378528143768368e-11,307.9659298367434,0,0,Hadronic
1.2306379423730655e-11,1.1040598797507835e-17,1.642781733226589e-11,307.9659515434213,0,0,Hadronic
1.2343446331060592e-11,1.1083241979772857e-17,1.6477296888218022e-11,307.965973333939,0,0,Hadronic
1.238065640552426e-11,1.1126049866962507e-17,1.6526967546845485e-11,307.96599520862037,0,0,Hadronic
1.2418010200090188e-11,1.116902309523285e-17,1.6576830046208453e-11,307.9660171677904,0,0,Hadronic
1.245550826986249e-11,1.1212162303196801e-17,1.662688512721712e-11,307.9660392117756,0,0,Hadronic
1.24931511720893e-11,1.1255468131933848e-17,1.6677133533642916e-11,307.9660613409033,0,0,Hadronic
1.253093946617129e-11,1.1298941224999828e-17,1.672757601212988e-11,307.96608355550256,0,0,Hadronic
1.2568873713669534e-11,1.1342582228435999e-17,1.6778213312205158e-11,307.96610585590344,0,0,Hadronic
1.2606954478314089e-11,1.138639179077889e-17,1.682904618629045e-11,307.96612824243726,0,0,Hadronic
1.2645182326012572e-11,1.1430370563070183e-17,1.688007538971344e-11,307.96615071543687,0,0,Hadronic
1.2683557824858138e-11,1.1474519198865892e-17,1.6931301680718464e-11,307.9661732752361,0,0,Hadronic
1.2722081545138162e-11,1.1518838354246329e-17,1.6982725820478064e-11,307.96619592217024,0,0,Hadronic
1.2760754059342896e-11,1.156332868782609e-17,1.703434857310456e-11,307.96621865657585,0,0,Hadronic
1.2799575942173567e-11,1.160799086076336e-17,1.7086170705660848e-11,307.9662414787908,0,0,Hadronic
1.2838547770551118e-11,1.1652825536769977e-17,1.713819298817205e-11,307.96626438915416,0,0,Hadronic
1.2877670123625017e-11,1.1697833382121547e-17,1.7190416193637277e-11,307.9662873880065,0,0,Hadronic
1.291694358278142e-11,1.174301506566685e-17,1.7242841098040524e-11,307.9663104756895,0,0,Hadronic
1.2956368731652091e-11,1.1788371258838105e-17,1.7295468480362554e-11,307.9663336525464,0,0,Hadronic
1.2995946156122955e-11,1.1833902635660791e-17,1.7348299122592323e-11,307.96635691892146,0,0,Hadronic
1.3035676444342986e-11,1.1879609872763907e-17,1.7401333809738834e-11,307.96638027516053,0,0,Hadronic
1.3075560186732914e-11,1.1925493649389943e-17,1.7454573329842746e-11,307.9664037216107,0,0,Hadronic
1.3115597975993465e-11,1.1971554647404392e-17,1.7508018473987366e-11,307.96642725862034,0,0,Hadronic
1.3155790407115039e-11,1.2017793551306888e-17,1.756167003631158e-11,307.9664508865393,0,0,Hadronic
1.3196138077386148e-11,1.2064211048240877e-17,1.761552881402109e-11,307.9664746057187,0,0,Hadronic
1.3236641586401882e-11,1.2110807828003396e-17,1.7669595607399707e-11,307.966498416511,0,0,Hadronic
1.3277301536073432e-11,1.215758458305601e-17,1.7723871219822075e-11,307.96652231927,0,0,Hadronic
1.3318118530636962e-11,1.2204542008535023e-17,1.777835645776548e-11,307.966546314351,0,0,Hadronic
1.3359093176662213e-11,1.2251680802261368e-17,1.783305213082135e-11,307.9665704021105,0,0,Hadronic
1.3400226083061737e-11,1.229900166475124e-17,1.7887959051707564e-11,307.9665945829065,0,0,Hadronic
1.3441517861100093e-11,1.234650529922668e-17,1.7943078036280737e-11,307.9666188570984,0,0,Hadronic
1.3482969124402873e-11,1.2394192411625946e-17,1.7998409903548216e-11,307.9666432250469,0,0,Hadronic
1.3524580488965277e-11,1.2442063710613374e-17,1.8053955475679572e-11,307.966667687114,0,0,Hadronic
1.3566352573162247e-11,1.2490119907591062e-17,1.81097155780201e-11,307.96669224366343,0,0,Hadronic
1.3608285997756843e-11,1.253836171670848e-17,1.816569103910196e-11,307.96671689505996,0,0,Hadronic
1.365038138590975e-11,1.2586789854873418e-17,1.8221882690656928e-11,307.96674164167,0,0,Hadronic
1.369263936318878e-11,1.263540504176292e-17,1.827829136762901e-11,307.9667664838613,0,0,Hadronic
1.3735060557577709e-11,1.2684207999833447e-17,1.8334917908186262e-11,307.96679142200304,0,0,Hadronic
1.3777645599485829e-11,1.2733199454331858e-17,1.839176315373352e-11,307.9668164564658,0,0,Hadronic
1.3820395121757562e-11,1.2782380133306489e-17,1.844882794892523e-11,307.96684158762156,0,0,Hadronic
1.3863309759681311e-11,1.283175076761732e-17,1.8506113141677267e-11,307.96686681584384,0,0,Hadronic
1.3906390150999611e-11,1.2881312090947658e-17,1.856361958318045e-11,307.96689214150757,0,0,Hadronic
1.394963693591766e-11,1.2931064839813948e-17,1.862134812791194e-11,307.96691756498905,0,0,Hadronic
1.3993050757113853e-11,1.2981009753577905e-17,1.8679299633649303e-11,307.96694308666616,0,0,Hadronic
1.4036632259748875e-11,1.303114757445695e-17,1.8737474961482607e-11,307.9669687069181,0,0,Hadronic
1.4080382091474783e-11,1.3081479047534692e-17,1.879587497582659e-11,307.96699442612567,0,0,Hadronic
1.412430090244562e-11,1.3132004920773101e-17,1.885450054443474e-11,307.96702024467106,0,0,Hadronic
1.4168389345326574e-11,1.3182725945023083e-17,1.8913352538411604e-11,307.9670461629379,0,0,Hadronic
1.4212648075303287e-11,1.323364287403515e-17,1.8972431832225136e-11,307.96707218131144,0,0,Hadronic
1.425707775009223e-11,1.3284756464471388e-17,1.9031739303720568e-11,307.96709830017824,0,0,Hadronic
1.4301679029950308e-11,1.3336067475916501e-17,1.909127583413323e-11,307.9671245199265,0,0,Hadronic
1.4346452577684703e-11,1.3387576670889107e-17,1.915104230810164e-11,307.96715084094586,0,0,Hadronic
1.439139905866211e-11,1.3439284814852409e-17,1.921103961367989e-11,307.96717726362743,0,0,Hadronic
1.4436519140819721e-11,1.3491192676226797e-17,1.9271268642352233e-11,307.9672037883639,0,0,Hadronic
1.4481813494674234e-11,1.3543301026400223e-17,1.9331730289045143e-11,307.96723041554947,0,0,Hadronic
1.4527282793332146e-11,1.3595610639740048e-17,1.939242545214102e-11,307.9672571455798,0,0,Hadronic
1.457292771250002e-11,1.3648122293604831e-17,1.945335503349191e-11,307.9672839788522,0,0,Hadronic
1.4618748930494005e-11,1.3700836768355318e-17,1.9514519938432185e-11,307.9673109157653,0,0,Hadronic
1.4664747128250174e-11,1.3753754847366311e-17,1.9575921075792333e-11,307.9673379567195,0,0,Hadronic
1.4710922989334905e-11,1.3806877317038612e-17,1.963755935791284e-11,307.9673651021166,0,0,Hadronic
1.4757277199954448e-11,1.3860204966810021e-17,1.9699435700656883e-11,307.96739235236004,0,0,Hadronic
1.480381044896587e-11,1.3913738589167962e-17,1.9761551023425007e-11,307.9674197078548,0,0,Hadronic
1.485052342788628e-11,1.3967478979660058e-17,1.982390624916738e-11,307.96744716900724,0,0,Hadronic
