# EoS format: energy density (fm^-4), pressure (fm^-4), number density (fm^-3), chemical potential (MeV), nan, cs2 (speed of sound squared), phase
epsilon,p,n,mu,col4,cs2,phase
7.44886896120792e-12,5.452333713404063e-18,9.94360476486204e-12,307.96309595941347,0,0,Hadronic
7.467154625374056e-12,5.473370238057516e-18,9.96801422925476e-12,307.96310670900436,0,0,Hadronic
7.485510840398792e-12,5.494487927106354e-18,9.992517870009635e-12,307.9631175000699,0,0,Hadronic
7.50393787848576e-12,5.515687093704008e-18,1.0017116050470403e-11,307.9631283327703,0,0,Hadronic
7.522436012888869e-12,5.53696805221218e-18,1.0041809135382637e-11,307.963139207266,0,0,Hadronic
7.541005517916135e-12,5.5583311182052594e-18,1.0066597490898856e-11,307.9631501237184,0,0,Hadronic
7.559646668934024e-12,5.579776608475326e-18,1.0091481484584311e-11,307.9631610822893,0,0,Hadronic
7.578359742371481e-12,5.601304841036765e-18,1.0116461485422379e-11,307.96317208314116,0,0,Hadronic
7.597145015724013e-12,5.622916135130983e-18,1.014153786381999e-11,307.9631831264373,0,0,Hadronic
7.616002767557584e-12,5.644610811230865e-18,1.016671099161285e-11,307.96319421234125,0,0,Hadronic
7.63493327751316e-12,5.6663891910460414e-18,1.0191981242071476e-11,307.9632053410175,0,0,Hadronic
7.653936826310472e-12,5.688251597527185e-18,1.0217348989906249e-11,307.96321651263116,0,0,Hadronic
7.673013695752477e-12,5.7101983548711544e-18,1.0242814611273348e-11,307.96322772734777,0,0,Hadronic
7.692164168729306e-12,5.732229788525527e-18,1.026837848378002e-11,307.9632389853337,0,0,Hadronic
7.711388529222545e-12,5.754346225193536e-18,1.0294040986490303e-11,307.96325028675585,0,0,Hadronic
7.730687062309523e-12,5.776547992839007e-18,1.0319802499930742e-11,307.9632616317818,0,0,Hadronic
7.750060054167476e-12,5.798835420691135e-18,1.0345663406095938e-11,307.9632730205799,0,0,Hadronic
7.769507792077716e-12,5.8212088392492825e-18,1.0371624088454125e-11,307.9632844533189,0,0,Hadronic
7.789030564429995e-12,5.843668580288007e-18,1.0397684931952994e-11,307.9632959301684,0,0,Hadronic
7.808628660726718e-12,5.866214976861899e-18,1.0423846323025295e-11,307.9633074512986,0,0,Hadronic
7.828302371587326e-12,5.8888483633106436e-18,1.0450108649594717e-11,307.9633190168803,0,0,Hadronic
7.84805198875259e-12,5.911569075263932e-18,1.0476472301081593e-11,307.963330627085,0,0,Hadronic
7.867877805088678e-12,5.934377449646159e-18,1.0502937668408341e-11,307.9633422820849,0,0,Hadronic
7.887780114591915e-12,5.957273824681905e-18,1.0529505144005802e-11,307.96335398205287,0,0,Hadronic
7.907759212392927e-12,5.980258539900676e-18,1.0556175121818799e-11,307.96336572716234,0,0,Hadronic
7.927815394760941e-12,6.00333193614188e-18,1.0582947997311835e-11,307.96337751758756,0,0,Hadronic
7.947948959108303e-12,6.026494355560016e-18,1.060982416747516e-11,307.9633893535032,0,0,Hadronic
7.968160203994835e-12,6.049746141629664e-18,1.0636804030830558e-11,307.963401235085,0,0,Hadronic
7.988449429132367e-12,6.073087639150745e-18,1.0663887987437415e-11,307.96341316250897,0,0,Hadronic
8.008816935389002e-12,6.096519194253379e-18,1.069107643889839e-11,307.9634251359521,0,0,Hadronic
8.029263024793705e-12,6.120041154403191e-18,1.0718369788365571e-11,307.96343715559186,0,0,Hadronic
8.049788000540698e-12,6.143653868406372e-18,1.0745768440546297e-11,307.96344922160654,0,0,Hadronic
8.070392166994099e-12,6.167357686414989e-18,1.077327280170938e-11,307.963461334175,0,0,Hadronic
8.091075829692361e-12,6.1911529599321296e-18,1.0800883279691025e-11,307.96347349347695,0,0,Hadronic
8.111839295352577e-12,6.2150400418168065e-18,1.0828600283900564e-11,307.9634856996927,0,0,Hadronic
8.132682871875445e-12,6.239019286289723e-18,1.0856424225327093e-11,307.9634979530031,0,0,Hadronic
8.153606868349588e-12,6.263091048938209e-18,1.0884355516545222e-11,307.9635102535901,0,0,Hadronic
8.174611595056115e-12,6.287255686721459e-18,1.0912394571721186e-11,307.9635226016359,0,0,Hadronic
8.195697363473295e-12,6.311513557975951e-18,1.094054180661905e-11,307.9635349973237,0,0,Hadronic
8.216864486281133e-12,6.335865022420673e-18,1.096879763860685e-11,307.9635474408372,0,0,Hadronic
8.238113277366117e-12,6.360310441162595e-18,1.0997162486662903e-11,307.96355993236114,0,0,Hadronic
8.259444051825825e-12,6.384850176701975e-18,1.102563677138196e-11,307.96357247208056,0,0,Hadronic
8.280857125973329e-12,6.409484592937421e-18,1.1054220914981094e-11,307.9635850601815,0,0,Hadronic
8.302352817342353e-12,6.434214055171827e-18,1.1082915341306563e-11,307.9635976968507,0,0,Hadronic
8.323931444691717e-12,6.45903893011748e-18,1.1111720475839764e-11,307.96361038227536,0,0,Hadronic
8.345593328010006e-12,6.4839595859014414e-18,1.1140636745703452e-11,307.9636231166437,0,0,Hadronic
8.36733878852045e-12,6.508976392071152e-18,1.1169664579668242e-11,307.9636359001446,0,0,Hadronic
8.389168148685601e-12,6.5340897195998165e-18,1.119880440815887e-11,307.96364873296756,0,0,Hadronic
8.41108173221224e-12,6.559299940892043e-18,1.1228056663260725e-11,307.9636616153029,0,0,Hadronic
8.433079864056084e-12,6.584607429789274e-18,1.1257421778726144e-11,307.9636745473416,0,0,Hadronic
8.455162870426584e-12,6.6100125615752825e-18,1.1286900189980802e-11,307.96368752927555,0,0,Hadronic
8.477331078791667e-12,6.635515712981645e-18,1.1316492334130046e-11,307.9637005612972,0,0,Hadronic
8.499584817882906e-12,6.6611172621937e-18,1.1346198649965804e-11,307.9637136435997,0,0,Hadronic
8.52192441770019e-12,6.686817588855875e-18,1.1376019577972788e-11,307.96372677637714,0,0,Hadronic
8.544350209516531e-12,6.712617074077277e-18,1.140595556033494e-11,307.96373995982435,0,0,Hadronic
8.566862525883096e-12,6.738516100437421e-18,1.1436007040942133e-11,307.96375319413664,0,0,Hadronic
8.589461700634225e-12,6.764515051992065e-18,1.1466174465396869e-11,307.9637664795104,0,0,Hadronic
8.612148068892129e-12,6.7906143142785585e-18,1.1496458281020546e-11,307.96377981614256,0,0,Hadronic
8.634921967072208e-12,6.816814274321997e-18,1.1526858936860558e-11,307.963793204231,0,0,Hadronic
8.657783732887553e-12,6.84311532064038e-18,1.1557376883696296e-11,307.9638066439741,0,0,Hadronic
8.680733705354487e-12,6.869517843251002e-18,1.1588012574046554e-11,307.96382013557127,0,0,Hadronic
8.7037722247973e-12,6.896022233675899e-18,1.1618766462175835e-11,307.96383367922255,0,0,Hadronic
8.726899632853265e-12,6.922628884947601e-18,1.1649639004101056e-11,307.9638472751287,0,0,Hadronic
8.750116272477786e-12,6.949338191615062e-18,1.1680630657598411e-11,307.96386092349144,0,0,Hadronic
8.773422487949591e-12,6.976150549749652e-18,1.1711741882210288e-11,307.96387462451315,0,0,Hadronic
8.79681862487556e-12,7.003066356950696e-18,1.174297313925175e-11,307.963888378397,0,0,Hadronic
8.820305030196196e-12,7.030086012351758e-18,1.1774324891817789e-11,307.96390218534685,0,0,Hadronic
8.843882052190446e-12,7.057209916626209e-18,1.1805797604789796e-11,307.9639160455675,0,0,Hadronic
8.867550040481014e-12,7.084438471993327e-18,1.1837391744842617e-11,307.96392995926453,0,0,Hadronic
8.891309346039668e-12,7.111772082224406e-18,1.1869107780451682e-11,307.9639439266442,0,0,Hadronic
8.91516032119219e-12,7.139211152648445e-18,1.1900946181899562e-11,307.9639579479137,0,0,Hadronic
8.939103319623722e-12,7.166756090158305e-18,1.1932907421283117e-11,307.96397202328086,0,0,Hadronic
8.963138696384151e-12,7.194407303216903e-18,1.1964991972520707e-11,307.9639861529545,0,0,Hadronic
8.987266807893101e-12,7.222165201862951e-18,1.1997200311358822e-11,307.9640003371441,0,0,Hadronic
9.011488011945407e-12,7.250030197717258e-18,1.2029532915379405e-11,307.96401457606,0,0,Hadronic
9.035802667716318e-12,7.278002703988716e-18,1.206199026400678e-11,307.96402886991336,0,0,Hadronic
9.060211135767016e-12,7.306083135480641e-18,1.209457283851503e-11,307.9640432189161,0,0,Hadronic
9.084713778049643e-12,7.334271908596563e-18,1.2127281122034706e-11,307.96405762328106,0,0,Hadronic
9.109310957912967e-12,7.362569441346757e-18,1.2160115599560377e-11,307.9640720832218,0,0,Hadronic
9.134003040107717e-12,7.390976153354345e-18,1.219307675795774e-11,307.9640865989528,0,0,Hadronic
9.158790390791637e-12,7.419492465861153e-18,1.2226165085970407e-11,307.9641011706892,0,0,Hadronic
9.183673377535526e-12,7.448118801734633e-18,1.225938107422791e-11,307.9641157986472,0,0,Hadronic
9.20865236932815e-12,7.476855585473504e-18,1.22927252152523e-11,307.9641304830437,0,0,Hadronic
9.233727736582093e-12,7.505703243214529e-18,1.232619800346592e-11,307.9641452240964,0,0,Hadronic
9.258899851138967e-12,7.53466220273845e-18,1.2359799935198384e-11,307.9641600220239,0,0,Hadronic
9.28416908627503e-12,7.563732893476508e-18,1.239353150869406e-11,307.9641748770457,0,0,Hadronic
9.309535816706846e-12,7.592915746516904e-18,1.2427393224119624e-11,307.96418978938203,0,0,Hadronic
9.335000418596766e-12,7.622211194611141e-18,1.2461385583571372e-11,307.964204759254,0,0,Hadronic
9.360563269558205e-12,7.651619672180073e-18,1.249550909108227e-11,307.9642197868837,0,0,Hadronic
9.386224748661823e-12,7.681141615321034e-18,1.2529764252630199e-11,307.96423487249393,0,0,Hadronic
9.411985236440615e-12,7.71077746181367e-18,1.2564151576144737e-11,307.9642500163083,0,0,Hadronic
9.437845114895951e-12,7.740527651126912e-18,1.2598671571515229e-11,307.96426521855153,0,0,Hadronic
9.463804767502909e-12,7.770392624425107e-18,1.2633324750597902e-11,307.9642804794489,0,0,Hadronic
9.489864579216183e-12,7.800372824574793e-18,1.266811162722374e-11,307.9642957992269,0,0,Hadronic
9.51602493647567e-12,7.830468696151138e-18,1.2703032717205956e-11,307.96431117811244,0,0,Hadronic
9.542286227212378e-12,7.860680685444773e-18,1.2738088538347858e-11,307.96432661633384,0,0,Hadronic
9.568648840853928e-12,7.891009240468056e-18,1.2773279610450207e-11,307.9643421141199,0,0,Hadronic
9.595113168330451e-12,7.921454810961905e-18,1.2808606455319058e-11,307.96435767170044,0,0,Hadronic
9.621679602080482e-12,7.952017848402558e-18,1.2844069596773662e-11,307.9643732893062,0,0,Hadronic
9.648348536056735e-12,7.982698806008232e-18,1.2879669560654151e-11,307.96438896716876,0,0,Hadronic
9.67512036573161e-12,8.01349813874543e-18,1.2915406874828883e-11,307.9644047055206,0,0,Hadronic
9.70199548810367e-12,8.044416303336436e-18,1.2951282069203083e-11,307.96442050459507,0,0,Hadronic
9.728974301702973e-12,8.075453758265403e-18,1.2987295675725986e-11,307.9644363646265,0,0,Hadronic
9.756057206597403e-12,8.106610963785663e-18,1.3023448228399245e-11,307.96445228585014,0,0,Hadronic
9.783244604398251e-12,8.137888381926154e-18,1.3059740263284408e-11,307.96446826850195,0,0,Hadronic
9.810536898266345e-12,8.169286476498439e-18,1.3096172318511082e-11,307.96448431281897,0,0,Hadronic
9.837934492918096e-12,8.200805713103708e-18,1.3132744934285007e-11,307.96450041903915,0,0,Hadronic
9.865437794631483e-12,8.232446559139616e-18,1.3169458652896038e-11,307.96451658740136,0,0,Hadronic
9.893047211251696e-12,8.26420948380681e-18,1.3206314018725665e-11,307.9645328181453,0,0,Hadronic
9.920763152197863e-12,8.296094958116647e-18,1.3243311578256032e-11,307.9645491115117,0,0,Hadronic
9.94858602846849e-12,8.328103454897474e-18,1.328045188007713e-11,307.96456546774215,0,0,Hadronic
9.976516252647989e-12,8.360235448802109e-18,1.331773547489557e-11,307.9645818870792,0,0,Hadronic
1.0004554238912674e-11,8.392491416314766e-18,1.3355162915542532e-11,307.96459836976635,0,0,Hadronic
1.0032700403036557e-11,8.424871835757701e-18,1.3392734756981539e-11,307.964614916048,0,0,Hadronic
1.006095516239811e-11,8.457377187299018e-18,1.3430451556317459e-11,307.96463152616946,0,0,Hadronic
1.0089318935986124e-11,8.490007952959378e-18,1.346831387280432e-11,307.96464820037716,0,0,Hadronic
1.0117792144405902e-11,8.522764616619143e-18,1.3506322267853589e-11,307.9646649389183,0,0,Hadronic
1.0146375209885387e-11,8.555647664025429e-18,1.3544477305042335e-11,307.9646817420411,0,0,Hadronic
1.017506855628186e-11,8.588657582799794e-18,1.3582779550122185e-11,307.9646986099946,0,0,Hadronic
1.0203872609087896e-11,8.621794862445106e-18,1.362122957102723e-11,307.96471554302923,0,0,Hadronic
1.0232787795437624e-11,8.655059994352744e-18,1.3659827937882431e-11,307.96473254139585,0,0,Hadronic
1.0261814544113228e-11,8.68845347181006e-18,1.3698575223012252e-11,307.9647496053466,0,0,Hadronic
1.0290953285551182e-11,8.721975790007576e-18,1.3737472000949012e-11,307.9647667351345,0,0,Hadronic
1.032020445184881e-11,8.755627446046513e-18,1.3776518848441602e-11,307.9647839310136,0,0,Hadronic
1.0349568476770639e-11,8.789408938946103e-18,1.381571634446399e-11,307.96480119323894,0,0,Hadronic
1.0379045795754433e-11,8.823320769650545e-18,1.3855065070223266e-11,307.96481852206637,0,0,Hadronic
1.0408636845918327e-11,8.85736344103719e-18,1.3894565609169154e-11,307.96483591775296,0,0,Hadronic
1.0438342066066912e-11,8.891537457923555e-18,1.393421854700214e-11,307.96485338055663,0,0,Hadronic
1.046816189669769e-11,8.925843327074755e-18,1.3974024471682074e-11,307.9648709107364,0,0,Hadronic
1.0498096780007785e-11,8.960281557211193e-18,1.4013983973437127e-11,307.9648885085521,0,0,Hadronic
1.0528147159900358e-11,8.994852659015989e-18,1.4054097644772368e-11,307.9649061742648,0,0,Hadronic
1.0558313481991394e-11,9.029557145142735e-18,1.409436608047879e-11,307.9649239081364,0,0,Hadronic
1.0588596193616216e-11,9.06439553022304e-18,1.4134789877642036e-11,307.96494171042997,0,0,Hadronic
1.0618995743835769e-11,9.099368330873716e-18,1.417536963565075e-11,307.96495958140935,0,0,Hadronic
1.0649512583443914e-11,9.134476065705195e-18,1.4216105956206321e-11,307.9649775213397,0,0,Hadronic
1.0680147164973736e-11,9.169719255328783e-18,1.425699944333132e-11,307.9649955304869,0,0,Hadronic
1.071089994270421e-11,9.205098422364313e-18,1.4298050703378368e-11,307.9650136091181,0,0,Hadronic
1.0741771372667031e-11,9.240614091448016e-18,1.4339260345039248e-11,307.9650317575014,0,0,Hadronic
1.0772761912653552e-11,9.276266789240506e-18,1.4380628979354192e-11,307.9650499759059,0,0,Hadronic
1.0803872022221225e-11,9.31205704443419e-18,1.4422157219720441e-11,307.9650682646017,0,0,Hadronic
1.0835102162700673e-11,9.347985387761382e-18,1.4463845681901698e-11,307.9650866238601,0,0,Hadronic
1.0866452797202375e-11,9.384052352002028e-18,1.4505694984037055e-11,307.9651050539533,0,0,Hadronic
1.0897924390623794e-11,9.420258471991873e-18,1.4547705746650474e-11,307.9651235551546,0,0,Hadronic
1.0929517409655854e-11,9.456604284629938e-18,1.458987859265947e-11,307.9651421277383,0,0,Hadronic
1.096123232279033e-11,9.493090328887007e-18,1.4632214147384926e-11,307.96516077198,0,0,Hadronic
1.0993069600326383e-11,9.52971714581315e-18,1.4674713038559864e-11,307.96517948815597,0,0,Hadronic
1.1025029714377714e-11,9.566485278545951e-18,1.4717375896338937e-11,307.9651982765438,0,0,Hadronic
1.1057113138879726e-11,9.603395272318763e-18,1.4760203353308023e-11,307.96521713742214,0,0,Hadronic
1.1089320349596164e-11,9.640447674468315e-18,1.4803196044493072e-11,307.9652360710707,0,0,Hadronic
1.1121651824126637e-11,9.677643034443387e-18,1.4846354607370126e-11,307.96525507777017,0,0,Hadronic
1.1154108041913257e-11,9.71498190381246e-18,1.4889679681874223e-11,307.96527415780247,0,0,Hadronic
1.1186689484247965e-11,9.752464836272116e-18,1.49331719104091e-11,307.96529331145047,0,0,Hadronic
1.1219396634279835e-11,9.790092387655446e-18,1.4976831937857025e-11,307.96531253899826,0,0,Hadronic
1.1252229977021866e-11,9.827865115939886e-18,1.502066041158777e-11,307.965331840731,0,0,Hadronic
1.1285189999358358e-11,9.865783581255688e-18,1.5064657981468535e-11,307.9653512169348,0,0,Hadronic
1.1318277190052342e-11,9.903848345894454e-18,1.510882529987379e-11,307.965370667897,0,0,Hadronic
1.1351492039752354e-11,9.942059974316955e-18,1.515316302169436e-11,307.96539019390616,0,0,Hadronic
1.1384835041000246e-11,9.980419033162099e-18,1.5197671804347833e-11,307.9654097952517,0,0,Hadronic
1.1418306688238026e-11,1.0018926091254813e-17,1.5242352307787674e-11,307.9654294722244,0,0,Hadronic
1.1451907477815396e-11,1.0057581719614699e-17,1.528720519451332e-11,307.9654492251159,0,0,Hadronic
1.1485637907997288e-11,1.0096386491464715e-17,1.5332231129580168e-11,307.9654690542192,0,0,Hadronic
1.1519498478970879e-11,1.0135340982239252e-17,1.5377430780609e-11,307.96548895982846,0,0,Hadronic
1.1553489692853274e-11,1.0174445769592944e-17,1.54228048177962e-11,307.96550894223867,0,0,Hadronic
1.15876120536988e-11,1.0213701433409097e-17,1.5468353913923507e-11,307.9655290017463,0,0,Hadronic
1.1621866067506753e-11,1.0253108555808576e-17,1.5514078744368313e-11,307.96554913864867,0,0,Hadronic
1.1656252242228515e-11,1.0292667721158003e-17,1.55599799871132e-11,307.96556935324446,0,0,Hadronic
1.1690771087775272e-11,1.0332379516078633e-17,1.5606058322756218e-11,307.96558964583346,0,0,Hadronic
1.172542311602578e-11,1.0372244529455287e-17,1.5652314434521246e-11,307.96561001671654,0,0,Hadronic
1.1760208840833497e-11,1.0412263352444552e-17,1.5698749008267515e-11,307.9656304661958,0,0,Hadronic
1.1795128778034718e-11,1.0452436578484158e-17,1.5745362732500445e-11,307.9656509945745,0,0,Hadronic
1.1830183445455777e-11,1.0492764803301244e-17,1.5792156298381277e-11,307.965671602157,0,0,Hadronic
1.1865373362920915e-11,1.0533248624921422e-17,1.583913039973756e-11,307.9656922892489,0,0,Hadronic
1.190069905226018e-11,1.0573888643677863e-17,1.588628573307368e-11,307.9657130561571,0,0,Hadronic
1.1936161037316795e-11,1.0614685462219756e-17,1.5933622997580705e-11,307.96573390318935,0,0,Hadronic
1.1971759843955095e-11,1.0655639685521472e-17,1.5981142895146973e-11,307.96575483065493,0,0,Hadronic
1.2007496000068544e-11,1.0696751920891755e-17,1.6028846130368784e-11,307.9657758388641,0,0,Hadronic
1.2043370035587069e-11,1.0738022777982195e-17,1.6076733410560174e-11,307.96579692812844,0,0,Hadronic
1.2079382482485437e-11,1.0779452868796816e-17,1.6124805445764116e-11,307.9658180987606,0,0,Hadronic
1.2115533874790955e-11,1.0821042807700983e-17,1.6173062948762774e-11,307.96583935107464,0,0,Hadronic
1.2151824748590957e-11,1.0862793211429983e-17,1.6221506635087493e-11,307.9658606853857,0,0,Hadronic
1.2188255642041608e-11,1.0904704699099167e-17,1.6270137223030557e-11,307.96588210200997,0,0,Hadronic
1.222482709537507e-11,1.0946777892212208e-17,1.631895543365474e-11,307.9659036012652,0,0,Hadronic
1.2261539650908162e-11,1.098901341467102e-17,1.6367961990804867e-11,307.9659251834702,0,0,Hadronic
1.2298393853049869e-11,1.1031411892784445e-17,1.64171576211178e-11,307.96594684894495,0,0,Hadronic
1.2335390248309733e-11,1.1073973955277879e-17,1.64665430540337e-11,307.9659685980107,0,0,Hadronic
1.2372529385305795e-11,1.1116700233302418e-17,1.6516119021806552e-11,307.96599043099013,0,0,Hadronic
1.2409811814773024e-11,1.1159591360444545e-17,1.656588625951546e-11,307.9660123482068,0,0,Hadronic
1.2447238089571052e-11,1.1202647972735045e-17,1.6615845505074917e-11,307.9660343499858,0,0,Hadronic
1.2484808764692588e-11,1.1245870708658673e-17,1.6665997499246098e-11,307.96605643665345,0,0,Hadronic
1.2522524397271791e-11,1.128926020916379e-17,1.6716342985647977e-11,307.96607860853715,0,0,Hadronic
1.2560385546592453e-11,1.1332817117671779e-17,1.676688271076825e-11,307.9661008659658,0,0,Hadronic
1.2598392774095815e-11,1.1376542080086027e-17,1.6817617423973786e-11,307.9661232092694,0,0,Hadronic
1.2636546643389796e-11,1.1420435744802556e-17,1.6868547877522925e-11,307.9661456387793,0,0,Hadronic
1.26748477202565e-11,1.1464498762718656e-17,1.691967482657549e-11,307.9661681548281,0,0,Hadronic
1.2713296572661256e-11,1.1508731787243275e-17,1.6970999029204854e-11,307.9661907577497,0,0,Hadronic
1.2751893770760544e-11,1.1553135474306146e-17,1.7022521246408517e-11,307.9662134478792,0,0,Hadronic
1.2790639886910639e-11,1.1597710482367737e-17,1.7074242242119622e-11,307.9662362255532,0,0,Hadronic
1.2829535495676278e-11,1.1642457472429204e-17,1.7126162783218536e-11,307.9662590911094,0,0,Hadronic
1.2868581173839077e-11,1.1687377108042094e-17,1.7178283639544077e-11,307.96628204488684,0,0,Hadronic
1.2907777500405603e-11,1.1732470055317617e-17,1.7230605583904273e-11,307.966305087226,0,0,Hadronic
1.2947125056616877e-11,1.177773698293759e-17,1.7283129392089033e-11,307.9663282184684,0,0,Hadronic
1.298662442595614e-11,1.182317856216336e-17,1.7335855842880543e-11,307.96635143895725,0,0,Hadronic
1.3026276194158166e-11,1.1868795466846519e-17,1.7388785718065645e-11,307.96637474903673,0,0,Hadronic
1.3066080949217412e-11,1.1914588373438296e-17,1.7441919802446742e-11,307.9663981490526,0,0,Hadronic
1.3106039281396978e-11,1.1960557960999846e-17,1.749525888385374e-11,307.9664216393519,0,0,Hadronic
1.3146151783237498e-11,1.200670491121249e-17,1.7548803753155913e-11,307.9664452202828,0,0,Hadronic
1.3186419049565783e-11,1.2053029908387648e-17,1.7602555204273416e-11,307.96646889219517,0,0,Hadronic
1.3226841677503565e-11,1.2099533639476912e-17,1.7656514034188988e-11,307.9664926554399,0,0,Hadronic
1.3267420266476218e-11,1.2146216794082054e-17,1.7710681042959536e-11,307.9665165103694,0,0,Hadronic
1.33081554182222e-11,1.2193080064465939e-17,1.7765057033728784e-11,307.96654045733743,0,0,Hadronic
1.3349047736801583e-11,1.2240124145562274e-17,1.7819642812738604e-11,307.96656449669916,0,0,Hadronic
1.3390097828604904e-11,1.2287349734985835e-17,1.787443918934087e-11,307.966588628811,0,0,Hadronic
1.3431306302362302e-11,1.2334757533042966e-17,1.7929446976009598e-11,307.96661285403076,0,0,Hadronic
1.3472673769152799e-11,1.2382348242742251e-17,1.7984666988353366e-11,307.9666371727178,0,0,Hadronic
1.3514200842412803e-11,1.2430122569804302e-17,1.8040100045126657e-11,307.96666158523266,0,0,Hadronic
1.3555888137945902e-11,1.247808122267303e-17,1.8095746968242893e-11,307.96668609193733,0,0,Hadronic
1.3597736273931088e-11,1.2526224912525093e-17,1.8151608582785432e-11,307.9667106931953,0,0,Hadronic
1.3639745870932902e-11,1.2574554353281579e-17,1.8207685717021086e-11,307.9667353893713,0,0,Hadronic
1.3681917551910109e-11,1.2623070261617983e-17,1.8263979202411722e-11,307.96676018083156,0,0,Hadronic
1.3724251942224852e-11,1.2671773356974744e-17,1.8320489873626448e-11,307.9667850679438,0,0,Hadronic
1.3766749669652093e-11,1.2720664361568086e-17,1.8377218568554195e-11,307.966810051077,0,0,Hadronic
1.3809411364389143e-11,1.2769744000401009e-17,1.8434166128316482e-11,307.96683513060157,0,0,Hadronic
1.3852237659064468e-11,1.281901300127339e-17,1.8491333397279102e-11,307.9668603068896,0,0,Hadronic
1.3895229188747764e-11,1.2868472094793616e-17,1.85487212230656e-11,307.9668855803142,0,0,Hadronic
1.3938386590958447e-11,1.29181220143883e-17,1.8606330456568606e-11,307.9669109512503,0,0,Hadronic
1.3981710505676128e-11,1.2967963496314364e-17,1.8664161951963763e-11,307.9669364200741,0,0,Hadronic
1.4025201575349533e-11,1.3017997279669305e-17,1.8722216566721682e-11,307.96696198716324,0,0,Hadronic
1.4068860444905977e-11,1.3068224106402069e-17,1.8780495161620542e-11,307.9669876528969,0,0,Hadronic
1.4112687761761063e-11,1.3118644721324231e-17,1.8838998600759035e-11,307.96701341765566,0,0,Hadronic
1.415668417582854e-11,1.3169259872121326e-17,1.8897727751569542e-11,307.96703928182154,0,0,Hadronic
1.4200850339529449e-11,1.3220070309363374e-17,1.8956683484830286e-11,307.9670652457781,0,0,Hadronic
1.4245186907802122e-11,1.327107678651638e-17,1.9015866674678726e-11,307.9670913099104,0,0,Hadronic
1.4289694538111731e-11,1.3322280059953326e-17,1.907527819862425e-11,307.96711747460495,0,0,Hadronic
1.4334373890460362e-11,1.337368088896576e-17,1.9134918937561637e-11,307.96714374024964,0,0,Hadronic
1.4379225627396248e-11,1.3425280035774398e-17,1.9194789775783373e-11,307.96717010723404,0,0,Hadronic
1.44242504140243e-11,1.3477078265541279e-17,1.9254891600993678e-11,307.9671965759492,0,0,Hadronic
1.4469448918015008e-11,1.352907634637996e-17,1.931522530432041e-11,307.96722314678755,0,0,Hadronic
1.4514821809615403e-11,1.3581275049368164e-17,1.9375791780329664e-11,307.9672498201431,0,0,Hadronic
1.4560369761658427e-11,1.3633675148558532e-17,1.9436591927038295e-11,307.96727659641135,0,0,Hadronic
1.4606093449572723e-11,1.3686277420989915e-17,1.9497626645926965e-11,307.96730347598947,0,0,Hadronic
1.4651993551393255e-11,1.373908264669957e-17,1.9558896841954272e-11,307.96733045927607,0,0,Hadronic
1.4698070747770785e-11,1.3792091608734046e-17,1.9620403423569464e-11,307.96735754667117,0,0,Hadronic
1.474432572198218e-11,1.3845305093161091e-17,1.968214730272614e-11,307.96738473857647,0,0,Hadronic
1.479075915994084e-11,1.3898723889081604e-17,1.974412939489617e-11,307.9674120353953,0,0,Hadronic
