# EoS format: energy density (fm^-4), pressure (fm^-4), number density (fm^-3), chemical potential (MeV), nan, cs2 (speed of sound squared), phase
epsilon,p,n,mu,col4,cs2,phase
1.1433127493620509e-11,1.0035976510368932e-17,1.5262136245522334e-11,307.96543818492916,0,0,Hadronic
1.1466869594045136e-11,1.0074794708110773e-17,1.5307177762142182e-11,307.96545802089315,0,0,Hadronic
1.1500742205688653e-11,1.011376305093068e-17,1.5352393489206682e-11,307.9654779335807,0,0,Hadronic
1.1534745833355855e-11,1.0152882119575322e-17,1.5397784100499772e-11,307.9654979232886,0,0,Hadronic
1.1568880983804324e-11,1.0192152497037922e-17,1.5443350272411522e-11,307.96551799031477,0,0,Hadronic
1.1603148165751476e-11,1.0231574768566382e-17,1.548909268394752e-11,307.9655381349583,0,0,Hadronic
1.163754788988272e-11,1.0271149521672644e-17,1.5535012016739733e-11,307.9655583575194,0,0,Hadronic
1.1672080668858294e-11,1.0310877346140582e-17,1.558110895505569e-11,307.9655786582995,0,0,Hadronic
1.1706747017321744e-11,1.0350758834035738e-17,1.5627384185809737e-11,307.96559903760095,0,0,Hadronic
1.1741547451907152e-11,1.039079457971363e-17,1.5673838398572682e-11,307.96561949572765,0,0,Hadronic
1.1776482491246685e-11,1.0430985179828469e-17,1.5720472285581922e-11,307.9656400329844,0,0,Hadronic
1.1811552655978726e-11,1.0471331233342487e-17,1.5767286541752224e-11,307.9656606496773,0,0,Hadronic
1.1846758468755446e-11,1.0511833341534646e-17,1.581428186468586e-11,307.9656813461137,0,0,Hadronic
1.1882100454250385e-11,1.0552492108009375e-17,1.5861458954682745e-11,307.96570212260184,0,0,Hadronic
1.1917579139166727e-11,1.0593308138706083e-17,1.590881851475142e-11,307.9657229794514,0,0,Hadronic
1.1953195052244636e-11,1.06342820419076e-17,1.5956361250618883e-11,307.96574391697334,0,0,Hadronic
1.1988948724269587e-11,1.067541442824975e-17,1.6004087870741698e-11,307.9657649354796,0,0,Hadronic
1.2024840688080153e-11,1.0716705910730332e-17,1.605199908631636e-11,307.9657860352835,0,0,Hadronic
1.2060871478575472e-11,1.0758157104717689e-17,1.6100095611289308e-11,307.9658072166993,0,0,Hadronic
1.2097041632724025e-11,1.0799768627960817e-17,1.614837816236856e-11,307.96582848004283,0,0,Hadronic
1.2133351689571162e-11,1.0841541100598028e-17,1.6196847459033827e-11,307.965849825631,0,0,Hadronic
1.2169802190247018e-11,1.0883475145166035e-17,1.624550422354704e-11,307.9658712537818,0,0,Hadronic
1.2206393677975033e-11,1.092557138660978e-17,1.629434918096371e-11,307.96589276481467,0,0,Hadronic
1.2243126698079506e-11,1.0967830452291112e-17,1.634338305914303e-11,307.96591435905015,0,0,Hadronic
1.228000179799421e-11,1.1010252971998699e-17,1.6392606588759346e-11,307.9659360368101,0,0,Hadronic
1.2317019527270336e-11,1.1052839577957165e-17,1.6442020503312778e-11,307.9659577984175,0,0,Hadronic
1.2354180437584556e-11,1.1095590904836368e-17,1.6491625539139948e-11,307.96597964419675,0,0,Hadronic
1.239148508274736e-11,1.1138507589760997e-17,1.6541422435425136e-11,307.96600157447335,0,0,Hadronic
1.2428934018711544e-11,1.1181590272320327e-17,1.6591411934211578e-11,307.9660235895742,0,0,Hadronic
1.2466527803580066e-11,1.122483959457726e-17,1.6641594780411962e-11,307.9660456898273,0,0,Hadronic
1.250426699761457e-11,1.1268256201078138e-17,1.6691971721819787e-11,307.96606787556215,0,0,Hadronic
1.2542152163243883e-11,1.1311840738862501e-17,1.6742543509120713e-11,307.96609014710924,0,0,Hadronic
1.2580183865072242e-11,1.1355593857472583e-17,1.6793310895903533e-11,307.96611250480055,0,0,Hadronic
1.2618362669887523e-11,1.1399516208962741e-17,1.684427463867114e-11,307.9661349489693,0,0,Hadronic
1.2656689146670152e-11,1.1443608447909737e-17,1.6895435496852432e-11,307.96615747994997,0,0,Hadronic
1.2695163866601044e-11,1.1487871231421854e-17,1.6946794232812896e-11,307.96618009807827,0,0,Hadronic
1.2733787403070598e-11,1.1532305219149245e-17,1.6998351611866602e-11,307.9662028036913,0,0,Hadronic
1.2772560331687027e-11,1.1576911073293533e-17,1.7050108402287332e-11,307.96622559712756,0,0,Hadronic
1.281148323028473e-11,1.162168945861742e-17,1.710206537531972e-11,307.9662484787266,0,0,Hadronic
1.2850556678933409e-11,1.1666641042455188e-17,1.7154223305191465e-11,307.9662714488295,0,0,Hadronic
1.2889781259946186e-11,1.1711766494722041e-17,1.7206582969124104e-11,307.9662945077785,0,0,Hadronic
1.292915755788853e-11,1.1757066487924363e-17,1.7259145147344953e-11,307.9663176559174,0,0,Hadronic
1.2968686159587174e-11,1.180254169716997e-17,1.731191062309901e-11,307.96634089359105,0,0,Hadronic
1.3008367654138333e-11,1.1848192800177606e-17,1.736488018265988e-11,307.9663642211458,0,0,Hadronic
1.3048202632917013e-11,1.1894020477287605e-17,1.741805461534225e-11,307.9663876389293,0,0,Hadronic
1.308819168958562e-11,1.1940025411471803e-17,1.747143471351332e-11,307.96641114729056,0,0,Hadronic
1.3128335420102548e-11,1.198620828834345e-17,1.752502127260429e-11,307.96643474657986,0,0,Hadronic
1.3168634422731534e-11,1.2032569796167933e-17,1.7578815091122833e-11,307.966458437149,0,0,Hadronic
1.320908929805033e-11,1.2079110625872786e-17,1.7632816970664682e-11,307.966482219351,0,0,Hadronic
1.3249700648959532e-11,1.2125831471057816e-17,1.7687027715925365e-11,307.9665060935403,0,0,Hadronic
1.3290469080691765e-11,1.2172733028005692e-17,1.77414481347125e-11,307.9665300600726,0,0,Hadronic
1.3331395200820563e-11,1.221981599569215e-17,1.7796079037957623e-11,307.9665541193053,0,0,Hadronic
1.3372479619269715e-11,1.2267081075796756e-17,1.785092123972866e-11,307.9665782715967,0,0,Hadronic
1.3413722948321842e-11,1.2314528972712764e-17,1.7905975557241376e-11,307.96660251730685,0,0,Hadronic
1.3455125802628044e-11,1.2362160393558208e-17,1.7961242810872218e-11,307.9666268567971,0,0,Hadronic
1.3496688799216823e-11,1.2409976048186191e-17,1.8016723824170258e-11,307.9666512904302,0,0,Hadronic
1.3538412557503072e-11,1.24579766491952e-17,1.807241942386916e-11,307.96667581857025,0,0,Hadronic
1.3580297699297823e-11,1.2506162911940328e-17,1.812833043990018e-11,307.9667004415828,0,0,Hadronic
1.3622344848816898e-11,1.2554535554543244e-17,1.8184457705403722e-11,307.9667251598348,0,0,Hadronic
1.3664554632690773e-11,1.2603095297903517e-17,1.8240802056742494e-11,307.9667499736947,0,0,Hadronic
1.3706927679973656e-11,1.2651842865709071e-17,1.8297364333513608e-11,307.96677488353214,0,0,Hadronic
1.3749464622152653e-11,1.2700778984446731e-17,1.835414537856082e-11,307.9667998897185,0,0,Hadronic
1.3792166093157712e-11,1.2749904383413656e-17,1.8411146037987798e-11,307.96682499262636,0,0,Hadronic
1.3835032729370524e-11,1.2799219794727589e-17,1.846836716116997e-11,307.9668501926299,0,0,Hadronic
1.3878065169634246e-11,1.284872595333803e-17,1.8525809600767518e-11,307.96687549010466,0,0,Hadronic
1.3921264055263255e-11,1.2898423597037474e-17,1.8583474212738398e-11,307.9669008854276,0,0,Hadronic
1.3964630030052149e-11,1.2948313466471753e-17,1.864136185635033e-11,307.96692637897723,0,0,Hadronic
1.400816374028591e-11,1.2998396305151729e-17,1.869947339419434e-11,307.9669519711335,0,0,Hadronic
1.4051865834749281e-11,1.3048672859464086e-17,1.8757809692197322e-11,307.96697766227777,0,0,Hadronic
1.4095736964736208e-11,1.3099143878682188e-17,1.881637161963458e-11,307.96700345279294,0,0,Hadronic
1.4139777784060015e-11,1.3149810114977793e-17,1.8875160049143422e-11,307.9670293430633,0,0,Hadronic
1.4183988949062913e-11,1.3200672323431987e-17,1.8934175856735856e-11,307.96705533347483,0,0,Hadronic
1.4228371118625633e-11,1.3251731262046255e-17,1.8993419921811415e-11,307.96708142441474,0,0,Hadronic
1.4272924954177459e-11,1.3302987691754047e-17,1.9052893127170567e-11,307.9671076162719,0,0,Hadronic
1.4317651119705937e-11,1.3354442376431939e-17,1.9112596359027652e-11,307.9671339094367,0,0,Hadronic
1.4362550281767123e-11,1.3406096082911392e-17,1.9172530507024554e-11,307.96716030430093,0,0,Hadronic
1.4407623109494891e-11,1.3457949580989523e-17,1.923269646424312e-11,307.967186801258,0,0,Hadronic
1.4452870274611607e-11,1.351000364344132e-17,1.9293095127219398e-11,307.9672134007027,0,0,Hadronic
1.4498292451437459e-11,1.3562259046030418e-17,1.9353727395956075e-11,307.96724010303154,0,0,Hadronic
1.4543890316901087e-11,1.361471656752132e-17,1.9414594173936683e-11,307.96726690864244,0,0,Hadronic
1.4589664550549435e-11,1.366737698969071e-17,1.9475696368138716e-11,307.9672938179349,0,0,Hadronic
1.4635615834557615e-11,1.3720241097338823e-17,1.9537034889046777e-11,307.9673208313099,0,0,Hadronic
1.4681744853739572e-11,1.3773309678301717e-17,1.959861065066685e-11,307.96734794917006,0,0,Hadronic
