# p(code_units), e(code_units) => first two columns, plus original columns afterward
# system=fm^-4 => code, pFactor=2.612195e-04, eFactor=2.612195e-04
# p (code_units),epsilon (code_units),n,mu,col4,cs2,phase
1.556425e-21,2.060676e-15,1.0530701674984555e-11,307.9633545089894,0,0,Hadronic
1.562437e-21,2.065901e-15,1.0557404870516242e-11,307.9633662687276,0,0,Hadronic
1.568472e-21,2.071147e-15,1.0584211202354959e-11,307.9633780738866,0,0,Hadronic
1.574530e-21,2.076413e-15,1.0611121068838391e-11,307.9633899246417,0,0,Hadronic
1.580611e-21,2.081699e-15,1.0638134869842309e-11,307.96340182116927,0,0,Hadronic
1.586716e-21,2.087006e-15,1.0665253006787192e-11,307.96341376364586,0,0,Hadronic
1.592845e-21,2.092333e-15,1.0692475882643567e-11,307.96342575224907,0,0,Hadronic
1.598997e-21,2.097681e-15,1.0719803901938542e-11,307.96343778715703,0,0,Hadronic
1.605173e-21,2.103049e-15,1.074723747076118e-11,307.9634498685486,0,0,Hadronic
1.611373e-21,2.108438e-15,1.0774776996769188e-11,307.96346199660326,0,0,Hadronic
1.617596e-21,2.113848e-15,1.0802422889194698e-11,307.96347417150133,0,0,Hadronic
1.623844e-21,2.119279e-15,1.0830175558850019e-11,307.9634863934237,0,0,Hadronic
1.630116e-21,2.124731e-15,1.0858035418134347e-11,307.963498662552,0,0,Hadronic
1.636412e-21,2.130203e-15,1.0886002881039599e-11,307.96351097906853,0,0,Hadronic
1.642733e-21,2.135697e-15,1.0914078363156265e-11,307.9635233431564,0,0,Hadronic
1.649078e-21,2.141213e-15,1.0942262281680226e-11,307.9635357549992,0,0,Hadronic
1.655447e-21,2.146749e-15,1.0970555055418342e-11,307.96354821478155,0,0,Hadronic
1.661841e-21,2.152307e-15,1.0998957104795163e-11,307.9635607226885,0,0,Hadronic
1.668260e-21,2.157886e-15,1.1027468851858761e-11,307.963573278906,0,0,Hadronic
1.674703e-21,2.163487e-15,1.1056090720287222e-11,307.9635858836205,0,0,Hadronic
1.681172e-21,2.169110e-15,1.1084823135395043e-11,307.9635985370195,0,0,Hadronic
1.687665e-21,2.174754e-15,1.1113666524139156e-11,307.96361123929097,0,0,Hadronic
1.694183e-21,2.180420e-15,1.1142621315125441e-11,307.9636239906236,0,0,Hadronic
1.700727e-21,2.186108e-15,1.1171687938615286e-11,307.963636791207,0,0,Hadronic
1.707296e-21,2.191818e-15,1.1200866826531402e-11,307.9636496412313,0,0,Hadronic
1.713890e-21,2.197550e-15,1.1230158412464939e-11,307.9636625408876,0,0,Hadronic
1.720510e-21,2.203304e-15,1.1259563131681546e-11,307.9636754903674,0,0,Hadronic
1.727155e-21,2.209080e-15,1.1289081421127844e-11,307.9636884898633,0,0,Hadronic
1.733826e-21,2.214879e-15,1.1318713719437806e-11,307.9637015395684,0,0,Hadronic
1.740523e-21,2.220700e-15,1.1348460466939696e-11,307.9637146396766,0,0,Hadronic
1.747245e-21,2.226543e-15,1.1378322105662363e-11,307.9637277903827,0,0,Hadronic
1.753994e-21,2.232409e-15,1.1408299079341458e-11,307.963740991882,0,0,Hadronic
1.760769e-21,2.238298e-15,1.1438391833426695e-11,307.96375424437076,0,0,Hadronic
1.767569e-21,2.244210e-15,1.1468600815088145e-11,307.9637675480459,0,0,Hadronic
1.774396e-21,2.250144e-15,1.1498926473222536e-11,307.9637809031051,0,0,Hadronic
1.781250e-21,2.256101e-15,1.1529369258460646e-11,307.9637943097469,0,0,Hadronic
1.788130e-21,2.262081e-15,1.1559929623173329e-11,307.96380776817045,0,0,Hadronic
1.795036e-21,2.268085e-15,1.1590608021478747e-11,307.96382127857584,0,0,Hadronic
1.801969e-21,2.274111e-15,1.1621404909248724e-11,307.9638348411637,0,0,Hadronic
1.808929e-21,2.280161e-15,1.1652320744115654e-11,307.9638484561357,0,0,Hadronic
1.815916e-21,2.286234e-15,1.1683355985479533e-11,307.9638621236941,0,0,Hadronic
1.822930e-21,2.292331e-15,1.1714511094514381e-11,307.96387584404215,0,0,Hadronic
1.829971e-21,2.298451e-15,1.1745786534175317e-11,307.96388961738353,0,0,Hadronic
1.837039e-21,2.304595e-15,1.1777182769205545e-11,307.9639034439231,0,0,Hadronic
1.844134e-21,2.310762e-15,1.1808700266142989e-11,307.9639173238662,0,0,Hadronic
1.851257e-21,2.316954e-15,1.1840339493327336e-11,307.96393125741923,0,0,Hadronic
1.858407e-21,2.323169e-15,1.1872100920907208e-11,307.9639452447891,0,0,Hadronic
1.865585e-21,2.329408e-15,1.1903985020846765e-11,307.9639592861838,0,0,Hadronic
1.872791e-21,2.335672e-15,1.1935992266932925e-11,307.96397338181197,0,0,Hadronic
1.880024e-21,2.341959e-15,1.196812313478255e-11,307.96398753188305,0,0,Hadronic
1.887286e-21,2.348271e-15,1.2000378101849231e-11,307.9640017366073,0,0,Hadronic
1.894575e-21,2.354607e-15,1.2032757647430328e-11,307.9640159961959,0,0,Hadronic
1.901893e-21,2.360968e-15,1.2065262252674542e-11,307.96403031086066,0,0,Hadronic
1.909239e-21,2.367353e-15,1.2097892400588808e-11,307.96404468081437,0,0,Hadronic
1.916613e-21,2.373763e-15,1.2130648576045067e-11,307.9640591062705,0,0,Hadronic
1.924016e-21,2.380198e-15,1.2163531265788196e-11,307.9640735874435,0,0,Hadronic
1.931447e-21,2.386657e-15,1.219654095844286e-11,307.96408812454854,0,0,Hadronic
1.938907e-21,2.393142e-15,1.2229678144520663e-11,307.9641027178017,0,0,Hadronic
1.946396e-21,2.399652e-15,1.2262943316427633e-11,307.9641173674198,0,0,Hadronic
1.953913e-21,2.406186e-15,1.2296336968471425e-11,307.96413207362053,0,0,Hadronic
1.961460e-21,2.412746e-15,1.232985959686889e-11,307.9641468366225,0,0,Hadronic
1.969036e-21,2.419331e-15,1.2363511699753109e-11,307.964161656645,0,0,Hadronic
1.976641e-21,2.425942e-15,1.2397293777180936e-11,307.9641765339083,0,0,Hadronic
1.984276e-21,2.432578e-15,1.243120633114065e-11,307.96419146863354,0,0,Hadronic
1.991940e-21,2.439240e-15,1.2465249865559034e-11,307.96420646104264,0,0,Hadronic
1.999634e-21,2.445928e-15,1.2499424886309018e-11,307.9642215113584,0,0,Hadronic
2.007357e-21,2.452641e-15,1.2533731901217421e-11,307.9642366198044,0,0,Hadronic
2.015110e-21,2.459381e-15,1.25681714200721e-11,307.96425178660525,0,0,Hadronic
2.022893e-21,2.466146e-15,1.2602743954629704e-11,307.96426701198635,0,0,Hadronic
2.030707e-21,2.472937e-15,1.2637450018623496e-11,307.9642822961739,0,0,Hadronic
2.038550e-21,2.479755e-15,1.267229012777063e-11,307.96429763939506,0,0,Hadronic
2.046424e-21,2.486599e-15,1.270726479977978e-11,307.9643130418778,0,0,Hadronic
2.054328e-21,2.493470e-15,1.274237455435932e-11,307.9643285038511,0,0,Hadronic
2.062262e-21,2.500367e-15,1.2777619913224747e-11,307.9643440255447,0,0,Hadronic
2.070228e-21,2.507291e-15,1.2813001400106024e-11,307.96435960718924,0,0,Hadronic
2.078224e-21,2.514241e-15,1.2848519540756145e-11,307.96437524901626,0,0,Hadronic
2.086251e-21,2.521218e-15,1.2884174862958493e-11,307.9643909512583,0,0,Hadronic
2.094309e-21,2.528222e-15,1.2919967896534612e-11,307.96440671414854,0,0,Hadronic
2.102398e-21,2.535254e-15,1.2955899173352282e-11,307.9644225379214,0,0,Hadronic
2.110518e-21,2.542312e-15,1.2991969227333273e-11,307.96443842281195,0,0,Hadronic
2.118670e-21,2.549398e-15,1.3028178594461555e-11,307.9644543690562,0,0,Hadronic
2.126853e-21,2.556511e-15,1.3064527812790864e-11,307.9644703768913,0,0,Hadronic
2.135068e-21,2.563652e-15,1.310101742245289e-11,307.964486446555,0,0,Hadronic
2.143314e-21,2.570820e-15,1.3137647965665491e-11,307.96450257828604,0,0,Hadronic
2.151592e-21,2.578015e-15,1.3174419986740365e-11,307.9645187723243,0,0,Hadronic
2.159903e-21,2.585239e-15,1.3211334032091326e-11,307.9645350289104,0,0,Hadronic
2.168245e-21,2.592491e-15,1.3248390650242632e-11,307.96455134828585,0,0,Hadronic
2.176620e-21,2.599770e-15,1.3285590391836717e-11,307.96456773069326,0,0,Hadronic
2.185027e-21,2.607078e-15,1.3322933809642571e-11,307.96458417637604,0,0,Hadronic
2.193466e-21,2.614414e-15,1.3360421458564192e-11,307.96460068557855,0,0,Hadronic
2.201938e-21,2.621778e-15,1.3398053895648379e-11,307.9646172585462,0,0,Hadronic
2.210443e-21,2.629170e-15,1.3435831680093214e-11,307.9646338955252,0,0,Hadronic
2.218981e-21,2.636592e-15,1.3473755373256614e-11,307.96465059676285,0,0,Hadronic
2.227551e-21,2.644041e-15,1.3511825538664282e-11,307.9646673625073,0,0,Hadronic
2.236155e-21,2.651520e-15,1.3550042742018037e-11,307.96468419300777,0,0,Hadronic
2.244792e-21,2.659028e-15,1.358840755120476e-11,307.9647010885143,0,0,Hadronic
2.253462e-21,2.666564e-15,1.3626920536304418e-11,307.96471804927796,0,0,Hadronic
2.262166e-21,2.674130e-15,1.3665582269598467e-11,307.9647350755509,0,0,Hadronic
2.270903e-21,2.681724e-15,1.3704393325578547e-11,307.964752167586,0,0,Hadronic
2.279674e-21,2.689349e-15,1.3743354280954897e-11,307.9647693256374,0,0,Hadronic
2.288479e-21,2.697002e-15,1.3782465714665184e-11,307.96478654995997,0,0,Hadronic
2.297318e-21,2.704685e-15,1.3821728207882701e-11,307.9648038408098,0,0,Hadronic
2.306191e-21,2.712398e-15,1.386114234402521e-11,307.96482119844364,0,0,Hadronic
2.315099e-21,2.720141e-15,1.390070870876378e-11,307.96483862311965,0,0,Hadronic
2.324041e-21,2.727913e-15,1.394042789003114e-11,307.96485611509667,0,0,Hadronic
2.333017e-21,2.735716e-15,1.3980300478030539e-11,307.96487367463465,0,0,Hadronic
2.342028e-21,2.743549e-15,1.4020327065244873e-11,307.96489130199456,0,0,Hadronic
2.351074e-21,2.751412e-15,1.4060508246444657e-11,307.96490899743833,0,0,Hadronic
2.360155e-21,2.759305e-15,1.4100844618697797e-11,307.964926761229,0,0,Hadronic
2.369271e-21,2.767229e-15,1.414133678137798e-11,307.9649445936304,0,0,Hadronic
2.378422e-21,2.775183e-15,1.418198533617348e-11,307.96496249490764,0,0,Hadronic
2.387608e-21,2.783168e-15,1.4222790887096243e-11,307.9649804653268,0,0,Hadronic
2.396830e-21,2.791184e-15,1.42637540404911e-11,307.96499850515477,0,0,Hadronic
2.406087e-21,2.799231e-15,1.4304875405044319e-11,307.96501661465976,0,0,Hadronic
2.415381e-21,2.807309e-15,1.434615559179286e-11,307.9650347941109,0,0,Hadronic
2.424710e-21,2.815419e-15,1.4387595214133692e-11,307.9650530437783,0,0,Hadronic
2.434075e-21,2.823559e-15,1.4429194887832525e-11,307.96507136393313,0,0,Hadronic
2.443476e-21,2.831731e-15,1.4470955231032888e-11,307.9650897548477,0,0,Hadronic
2.452914e-21,2.839935e-15,1.4512876864265891e-11,307.96510821679533,0,0,Hadronic
2.462388e-21,2.848170e-15,1.455496041045903e-11,307.9651267500503,0,0,Hadronic
2.471899e-21,2.856437e-15,1.459720649494532e-11,307.9651453548881,0,0,Hadronic
2.481446e-21,2.864736e-15,1.463961574547284e-11,307.9651640315851,0,0,Hadronic
2.491031e-21,2.873067e-15,1.4682188792213918e-11,307.965182780419,0,0,Hadronic
2.500652e-21,2.881430e-15,1.472492626777477e-11,307.9652016016684,0,0,Hadronic
2.510311e-21,2.889826e-15,1.4767828807204434e-11,307.96522049561287,0,0,Hadronic
2.520006e-21,2.898254e-15,1.481089704800446e-11,307.9652394625333,0,0,Hadronic
2.529740e-21,2.906714e-15,1.48541316301386e-11,307.9652585027115,0,0,Hadronic
2.539511e-21,2.915207e-15,1.4897533196041853e-11,307.96527761643046,0,0,Hadronic
2.549319e-21,2.923733e-15,1.4941102390630233e-11,307.9652968039742,0,0,Hadronic
2.559166e-21,2.932292e-15,1.4984839861310587e-11,307.9653160656278,0,0,Hadronic
2.569050e-21,2.940884e-15,1.502874625798974e-11,307.96533540167763,0,0,Hadronic
2.578973e-21,2.949509e-15,1.5072822233084413e-11,307.96535481241096,0,0,Hadronic
2.588934e-21,2.958168e-15,1.5117068441531097e-11,307.9653742981163,0,0,Hadronic
2.598933e-21,2.966860e-15,1.5161485540795356e-11,307.9653938590831,0,0,Hadronic
2.608972e-21,2.975585e-15,1.520607419088181e-11,307.96541349560215,0,0,Hadronic
2.619048e-21,2.984344e-15,1.525083505434417e-11,307.9654332079653,0,0,Hadronic
2.629164e-21,2.993137e-15,1.5295768796294627e-11,307.9654529964654,0,0,Hadronic
2.639319e-21,3.001964e-15,1.534087608441404e-11,307.9654728613965,0,0,Hadronic
2.649513e-21,3.010825e-15,1.5386157588961665e-11,307.9654928030539,0,0,Hadronic
2.659747e-21,3.019720e-15,1.5431613982785502e-11,307.96551282173397,0,0,Hadronic
2.670020e-21,3.028650e-15,1.5477245941331715e-11,307.9655329177341,0,0,Hadronic
2.680332e-21,3.037614e-15,1.5523054142655084e-11,307.96555309135294,0,0,Hadronic
2.690685e-21,3.046613e-15,1.5569039267428838e-11,307.96557334289037,0,0,Hadronic
2.701077e-21,3.055647e-15,1.561520199895513e-11,307.96559367264723,0,0,Hadronic
2.711510e-21,3.064715e-15,1.56615430231747e-11,307.9656140809258,0,0,Hadronic
2.721983e-21,3.073818e-15,1.570806302867729e-11,307.96563456802915,0,0,Hadronic
2.732496e-21,3.082957e-15,1.5754762706712128e-11,307.96565513426185,0,0,Hadronic
2.743050e-21,3.092131e-15,1.5801642751197715e-11,307.96567577992954,0,0,Hadronic
2.753645e-21,3.101340e-15,1.5848703858732347e-11,307.965696505339,0,0,Hadronic
2.764281e-21,3.110585e-15,1.5895946728604763e-11,307.96571731079825,0,0,Hadronic
2.774957e-21,3.119866e-15,1.594337206280398e-11,307.9657381966165,0,0,Hadronic
2.785675e-21,3.129182e-15,1.5990980566030004e-11,307.965759163104,0,0,Hadronic
2.796435e-21,3.138534e-15,1.6038772945704533e-11,307.9657802105724,0,0,Hadronic
2.807236e-21,3.147923e-15,1.6086749911980978e-11,307.9658013393346,0,0,Hadronic
2.818078e-21,3.157348e-15,1.613491217775524e-11,307.96582254970434,0,0,Hadronic
2.828963e-21,3.166809e-15,1.6183260458676594e-11,307.96584384199707,0,0,Hadronic
2.839890e-21,3.176307e-15,1.6231795473157764e-11,307.96586521652904,0,0,Hadronic
2.850858e-21,3.185841e-15,1.6280517942385955e-11,307.965886673618,0,0,Hadronic
2.861869e-21,3.195413e-15,1.6329428590333396e-11,307.96590821358274,0,0,Hadronic
2.872923e-21,3.205021e-15,1.6378528143768368e-11,307.9659298367434,0,0,Hadronic
2.884020e-21,3.214666e-15,1.642781733226589e-11,307.9659515434213,0,0,Hadronic
2.895159e-21,3.224349e-15,1.6477296888218022e-11,307.965973333939,0,0,Hadronic
2.906341e-21,3.234069e-15,1.6526967546845485e-11,307.96599520862037,0,0,Hadronic
2.917566e-21,3.243826e-15,1.6576830046208453e-11,307.9660171677904,0,0,Hadronic
2.928835e-21,3.253621e-15,1.662688512721712e-11,307.9660392117756,0,0,Hadronic
2.940148e-21,3.263455e-15,1.6677133533642916e-11,307.9660613409033,0,0,Hadronic
2.951504e-21,3.273326e-15,1.672757601212988e-11,307.96608355550256,0,0,Hadronic
2.962903e-21,3.283235e-15,1.6778213312205158e-11,307.96610585590344,0,0,Hadronic
2.974347e-21,3.293182e-15,1.682904618629045e-11,307.96612824243726,0,0,Hadronic
2.985836e-21,3.303168e-15,1.688007538971344e-11,307.96615071543687,0,0,Hadronic
2.997368e-21,3.313192e-15,1.6931301680718464e-11,307.9661732752361,0,0,Hadronic
3.008945e-21,3.323256e-15,1.6982725820478064e-11,307.96619592217024,0,0,Hadronic
3.020567e-21,3.333358e-15,1.703434857310456e-11,307.96621865657585,0,0,Hadronic
3.032233e-21,3.343499e-15,1.7086170705660848e-11,307.9662414787908,0,0,Hadronic
3.043945e-21,3.353679e-15,1.713819298817205e-11,307.96626438915416,0,0,Hadronic
3.055702e-21,3.363898e-15,1.7190416193637277e-11,307.9662873880065,0,0,Hadronic
3.067504e-21,3.374157e-15,1.7242841098040524e-11,307.9663104756895,0,0,Hadronic
3.079352e-21,3.384456e-15,1.7295468480362554e-11,307.9663336525464,0,0,Hadronic
3.091246e-21,3.394794e-15,1.7348299122592323e-11,307.96635691892146,0,0,Hadronic
3.103186e-21,3.405173e-15,1.7401333809738834e-11,307.96638027516053,0,0,Hadronic
3.115171e-21,3.415591e-15,1.7454573329842746e-11,307.9664037216107,0,0,Hadronic
3.127203e-21,3.426050e-15,1.7508018473987366e-11,307.96642725862034,0,0,Hadronic
3.139282e-21,3.436549e-15,1.756167003631158e-11,307.9664508865393,0,0,Hadronic
3.151407e-21,3.447088e-15,1.761552881402109e-11,307.9664746057187,0,0,Hadronic
3.163579e-21,3.457669e-15,1.7669595607399707e-11,307.966498416511,0,0,Hadronic
3.175798e-21,3.468290e-15,1.7723871219822075e-11,307.96652231927,0,0,Hadronic
3.188064e-21,3.478952e-15,1.777835645776548e-11,307.966546314351,0,0,Hadronic
3.200378e-21,3.489655e-15,1.783305213082135e-11,307.9665704021105,0,0,Hadronic
3.212739e-21,3.500400e-15,1.7887959051707564e-11,307.9665945829065,0,0,Hadronic
3.225148e-21,3.511186e-15,1.7943078036280737e-11,307.9666188570984,0,0,Hadronic
3.237605e-21,3.522014e-15,1.7998409903548216e-11,307.9666432250469,0,0,Hadronic
3.250109e-21,3.532884e-15,1.8053955475679572e-11,307.966667687114,0,0,Hadronic
3.262663e-21,3.543796e-15,1.81097155780201e-11,307.96669224366343,0,0,Hadronic
3.275264e-21,3.554749e-15,1.816569103910196e-11,307.96671689505996,0,0,Hadronic
3.287915e-21,3.565746e-15,1.8221882690656928e-11,307.96674164167,0,0,Hadronic
3.300614e-21,3.576784e-15,1.827829136762901e-11,307.9667664838613,0,0,Hadronic
3.313362e-21,3.587865e-15,1.8334917908186262e-11,307.96679142200304,0,0,Hadronic
3.326160e-21,3.598989e-15,1.839176315373352e-11,307.9668164564658,0,0,Hadronic
3.339007e-21,3.610157e-15,1.844882794892523e-11,307.96684158762156,0,0,Hadronic
3.351903e-21,3.621367e-15,1.8506113141677267e-11,307.96686681584384,0,0,Hadronic
3.364850e-21,3.632620e-15,1.856361958318045e-11,307.96689214150757,0,0,Hadronic
3.377846e-21,3.643917e-15,1.862134812791194e-11,307.96691756498905,0,0,Hadronic
3.390893e-21,3.655258e-15,1.8679299633649303e-11,307.96694308666616,0,0,Hadronic
3.403990e-21,3.666642e-15,1.8737474961482607e-11,307.9669687069181,0,0,Hadronic
3.417137e-21,3.678070e-15,1.879587497582659e-11,307.96699442612567,0,0,Hadronic
3.430336e-21,3.689543e-15,1.885450054443474e-11,307.96702024467106,0,0,Hadronic
3.443585e-21,3.701059e-15,1.8913352538411604e-11,307.9670461629379,0,0,Hadronic
3.456885e-21,3.712621e-15,1.8972431832225136e-11,307.96707218131144,0,0,Hadronic
3.470237e-21,3.724227e-15,1.9031739303720568e-11,307.96709830017824,0,0,Hadronic
3.483641e-21,3.735877e-15,1.909127583413323e-11,307.9671245199265,0,0,Hadronic
3.497096e-21,3.747573e-15,1.915104230810164e-11,307.96715084094586,0,0,Hadronic
3.510603e-21,3.759314e-15,1.921103961367989e-11,307.96717726362743,0,0,Hadronic
3.524162e-21,3.771100e-15,1.9271268642352233e-11,307.9672037883639,0,0,Hadronic
3.537774e-21,3.782932e-15,1.9331730289045143e-11,307.96723041554947,0,0,Hadronic
3.551438e-21,3.794809e-15,1.939242545214102e-11,307.9672571455798,0,0,Hadronic
3.565155e-21,3.806733e-15,1.945335503349191e-11,307.9672839788522,0,0,Hadronic
3.578926e-21,3.818702e-15,1.9514519938432185e-11,307.9673109157653,0,0,Hadronic
3.592749e-21,3.830718e-15,1.9575921075792333e-11,307.9673379567195,0,0,Hadronic
3.606625e-21,3.842780e-15,1.963755935791284e-11,307.9673651021166,0,0,Hadronic
3.620556e-21,3.854888e-15,1.9699435700656883e-11,307.96739235236004,0,0,Hadronic
3.634540e-21,3.867044e-15,1.9761551023425007e-11,307.9674197078548,0,0,Hadronic
3.648578e-21,3.879246e-15,1.982390624916738e-11,307.96744716900724,0,0,Hadronic
3.662670e-21,3.891496e-15,1.9886502304399e-11,307.96747473622565,0,0,Hadronic
3.676817e-21,3.903792e-15,1.9949340119212788e-11,307.9675024099196,0,0,Hadronic
3.691018e-21,3.916137e-15,2.0012420627292665e-11,307.9675301905003,0,0,Hadronic
3.705274e-21,3.928529e-15,2.0075744765928844e-11,307.9675580783807,0,0,Hadronic
3.719585e-21,3.940968e-15,2.0139313476031038e-11,307.9675860739752,0,0,Hadronic
3.733952e-21,3.953456e-15,2.0203127702141876e-11,307.96761417769983,0,0,Hadronic
3.748374e-21,3.965992e-15,2.026718839245183e-11,307.9676423899722,0,0,Hadronic
3.762852e-21,3.978577e-15,2.0331496498813074e-11,307.96767071121155,0,0,Hadronic
3.777385e-21,3.991210e-15,2.0396052976753654e-11,307.9676991418388,0,0,Hadronic
3.791975e-21,4.003892e-15,2.0460858785490814e-11,307.96772768227646,0,0,Hadronic
3.806621e-21,4.016623e-15,2.052591488794679e-11,307.9677563329486,0,0,Hadronic
3.821324e-21,4.029403e-15,2.0591222250761827e-11,307.96778509428106,0,0,Hadronic
3.836083e-21,4.042232e-15,2.0656781844308986e-11,307.9678139667012,0,0,Hadronic
3.850900e-21,4.055111e-15,2.0722594642708917e-11,307.9678429506381,0,0,Hadronic
3.865773e-21,4.068040e-15,2.0788661623843636e-11,307.96787204652253,0,0,Hadronic
3.880705e-21,4.081019e-15,2.0854983769371372e-11,307.96790125478685,0,0,Hadronic
3.895693e-21,4.094048e-15,2.092156206474152e-11,307.967930575865,0,0,Hadronic
3.910740e-21,4.107127e-15,2.0988397499208584e-11,307.9679600101929,0,0,Hadronic
3.925845e-21,4.120256e-15,2.105549106584729e-11,307.9679895582078,0,0,Hadronic
3.941008e-21,4.133437e-15,2.1122843761567163e-11,307.968019220349,0,0,Hadronic
3.956230e-21,4.146668e-15,2.1190456587127627e-11,307.9680489970571,0,0,Hadronic
3.971510e-21,4.159950e-15,2.1258330547152816e-11,307.9680788887747,0,0,Hadronic
3.986850e-21,4.173284e-15,2.132646665014558e-11,307.968108895946,0,0,Hadronic
4.002249e-21,4.186669e-15,2.1394865908503983e-11,307.9681390190169,0,0,Hadronic
4.017707e-21,4.200106e-15,2.1463529338535548e-11,307.96816925843507,0,0,Hadronic
4.033225e-21,4.213595e-15,2.153245796047167e-11,307.96819961464996,0,0,Hadronic
4.048803e-21,4.227136e-15,2.160165279848433e-11,307.9682300881126,0,0,Hadronic
4.064441e-21,4.240729e-15,2.1671114880699956e-11,307.96826067927583,0,0,Hadronic
4.080140e-21,4.254374e-15,2.1740845239215315e-11,307.9682913885943,0,0,Hadronic
4.095899e-21,4.268073e-15,2.1810844910112606e-11,307.9683222165244,0,0,Hadronic
4.111719e-21,4.281824e-15,2.188111493347532e-11,307.9683531635242,0,0,Hadronic
4.127600e-21,4.295628e-15,2.1951656353402957e-11,307.9683842300537,0,0,Hadronic
4.143542e-21,4.309486e-15,2.2022470218026902e-11,307.9684154165744,0,0,Hadronic
4.159546e-21,4.323397e-15,2.2093557579526353e-11,307.96844672354985,0,0,Hadronic
4.175612e-21,4.337362e-15,2.2164919494143223e-11,307.9684781514453,0,0,Hadronic
4.191740e-21,4.351381e-15,2.2236557022198166e-11,307.9685097007278,0,0,Hadronic
4.207930e-21,4.365454e-15,2.2308471228106752e-11,307.96854137186614,0,0,Hadronic
4.224183e-21,4.379582e-15,2.2380663180394485e-11,307.968573165331,0,0,Hadronic
